Ime.i.prezime,Tijelo.javne.vlasti,Izvor.informacija,Godina,Datum.putovanja.polazak,Datum.putovanja.povratak,Odrediste,Broj.osoba.u.pratnji,Koristen.Vladin.zrakoplov,Iznos.putnih.troskova.po.sluzbenom.putovanju.u.kn,Iznos.troskova.smjestaja.po.sluzbenom.putovanju.u.kn,Iznos.troskova.reprezentacije.u.kn,Ukupni.troskovi.u.kn,Prosjek.troska.u.kn.po.osobi,Mjesec
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis,2015,2015-07-31,2015-08-01,"Kali, Hravtska",0,ne,300,1239,0,1539,1539,7
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis,2015,2015-08-20,2015-08-20,OSIJEK,0,ne,75,0,0,75,75,8
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis,2015,2015-08-20,2015-08-21,SPLITSKO-DALMATINSKA ŽUPANIJA,2,ne,675,0,0,675,225,8
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis,2015,2015-08-22,2015-08-22,ORUBICA,0,ne,75,0,0,75,75,8
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis,2015,2015-08-23,2015-08-23,MARIJA BISTRICA,1,ne,150,0,0,150,75,8
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis,2015,2015-08-28,2015-08-29,PAG,2,ne,450,0,0,450,150,8
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis,2015,2015-09-04,2015-09-06,GUNJA,0,ne,375,0,0,375,375,9
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis,2015,2015-09-11,2015-09-12,SLAVONSKI BROD,1,ne,300,0,0,300,150,9
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis,2015,2015-09-18,2015-09-19,NOVA GRADIŠKA,1,ne,300,0,0,300,150,9
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis,2015,2015-09-20,2015-09-20,LIVADE,1,ne,0,0,0,0,0,9
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis,2015,2015-09-21,2015-09-22,VODICE,1,ne,300,2050,0,2350,1175,9
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis,2015,2015-10-03,2015-10-03,MEDULIN,1,ne,300,0,0,300,150,10
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis,2015,2015-10-12,2015-10-13,LOŠINJ,1,ne,300,0,0,300,150,10
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis,2015,2015-10-20,2015-10-20,RIJEKA,1,ne,150,0,0,150,75,10
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis,2015,2015-11-16,2015-11-17,"BRUXELLES, BELGIJA",2,ne,20579.65,7079.42,0,27659.07,9219.69,11
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis,2016,,,,,,,,,0,0,
Ivan Kovačić,Ministarstvo uprave,http://imamopravoznati.org/request/putni_troskovi_za_kovacica_minis,2016,,,,,,,,,0,0,
Ivan Kovačić,Ministarstvo uprave,http://imamopravoznati.org/request/putni_troskovi_za_kovacica_minis,2017,,,,,,,,,0,0,
Goran Marić,Ministarstvo državne imovine,http://imamopravoznati.org/request/putni_troskovi_za_marica_ministr_2,2016,2016-11-17,2016-11-17,Vukovar,0,ne,0,0,0,0,0,11
Goran Marić,Ministarstvo državne imovine,http://imamopravoznati.org/request/putni_troskovi_za_marica_ministr_2,2016,2016-12-05,2016-12-05,Split,0,ne,0,0,0,0,0,12
Goran Marić,Ministarstvo državne imovine,http://imamopravoznati.org/request/putni_troskovi_za_marica_ministr_2,2016,2016-12-09,2016-12-09,Vukovar,0,ne,0,0,0,0,0,12
Goran Marić,Ministarstvo državne imovine,http://imamopravoznati.org/request/putni_troskovi_za_marica_ministr_2,2016,2016-12-20,2016-12-20,Sisak,0,ne,0,0,0,0,0,12
Goran Marić,Ministarstvo državne imovine,http://imamopravoznati.org/request/putni_troskovi_za_marica_ministr_2,2017,2017-01-12,2017-01-12,,0,ne,0,0,0,0,0,1
Goran Marić,Ministarstvo državne imovine,http://imamopravoznati.org/request/putni_troskovi_za_marica_ministr_2,2017,2017-01-23,2017-01-23,,3,ne,300,0,0,300,75,1
Goran Marić,Ministarstvo državne imovine,http://imamopravoznati.org/request/putni_troskovi_za_marica_ministr_2,2017,2017-01-30,2017-01-30,,1,ne,0,0,0,0,0,1
Goran Marić,Ministarstvo državne imovine,http://imamopravoznati.org/request/putni_troskovi_za_marica_ministr_2,2017,2017-02-21,2017-02-21,,0,ne,0,0,0,0,0,2
Goran Marić,Ministarstvo državne imovine,http://imamopravoznati.org/request/putni_troskovi_za_marica_ministr_2,2017,2017-02-27,2017-02-27,,1,ne,0,0,0,0,0,2
Goran Marić,Ministarstvo državne imovine,http://imamopravoznati.org/request/putni_troskovi_za_marica_ministr_2,2017,2017-03-07,2017-03-07,,1,ne,105,0,0,105,52.5,3
Goran Marić,Ministarstvo državne imovine,http://imamopravoznati.org/request/putni_troskovi_za_marica_ministr_2,2017,2017-03-13,2017-03-13,,1,ne,119,2108,0,2227,1113.5,3
Goran Marić,Ministarstvo državne imovine,http://imamopravoznati.org/request/putni_troskovi_za_marica_ministr_2,2017,2017-04-03,2017-04-03,,1,ne,119,0,0,119,59.5,4
Goran Marić,Ministarstvo državne imovine,http://imamopravoznati.org/request/putni_troskovi_za_marica_ministr_2,2017,2017-04-07,2017-04-07,,0,ne,0,534,0,534,534,4
Goran Marić,Ministarstvo državne imovine,http://imamopravoznati.org/request/putni_troskovi_za_marica_ministr_2,2017,2017-04-11,2017-04-11,,0,ne,0,0,0,0,0,4
Goran Marić,Ministarstvo državne imovine,http://imamopravoznati.org/request/putni_troskovi_za_marica_ministr_2,2017,2017-04-14,2017-04-14,,1,ne,53.9,0,0,53.9,26.95,4
Goran Marić,Ministarstvo državne imovine,http://imamopravoznati.org/request/putni_troskovi_za_marica_ministr_2,2017,2017-04-28,2017-04-28,,1,ne,170,0,0,170,85,4
Goran Marić,Ministarstvo državne imovine,http://imamopravoznati.org/request/putni_troskovi_za_marica_ministr_2,2017,2017-05-01,2017-05-01,,0,ne,0,0,0,0,0,5
Goran Marić,Ministarstvo državne imovine,http://imamopravoznati.org/request/putni_troskovi_za_marica_ministr_2,2017,2017-05-02,2017-05-02,,0,ne,0,0,0,0,0,5
Goran Marić,Ministarstvo državne imovine,http://imamopravoznati.org/request/putni_troskovi_za_marica_ministr_2,2017,2017-05-04,2017-05-04,,1,ne,170,1367,0,1537,768.5,5
Goran Marić,Ministarstvo državne imovine,http://imamopravoznati.org/request/putni_troskovi_za_marica_ministr_2,2017,2017-05-07,2017-05-07,,0,ne,0,0,0,0,0,5
Goran Marić,Ministarstvo državne imovine,http://imamopravoznati.org/request/putni_troskovi_za_marica_ministr_2,2017,2017-05-08,2017-05-08,,0,ne,0,0,0,0,0,5
Goran Marić,Ministarstvo državne imovine,http://imamopravoznati.org/request/putni_troskovi_za_marica_ministr_2,2017,2017-05-09,2017-05-09,,1,ne,85,0,0,85,42.5,5
Goran Marić,Ministarstvo državne imovine,http://imamopravoznati.org/request/putni_troskovi_za_marica_ministr_2,2017,2017-05-13,2017-05-13,,0,ne,0,0,0,0,0,5
Goran Marić,Ministarstvo državne imovine,http://imamopravoznati.org/request/putni_troskovi_za_marica_ministr_2,2017,2017-05-15,2017-05-15,,1,ne,510,1013,0,1523,761.5,5
Goran Marić,Ministarstvo državne imovine,http://imamopravoznati.org/request/putni_troskovi_za_marica_ministr_2,2017,2017-05-18,2017-05-18,,1,ne,340,1114,0,1454,727,5
Goran Marić,Ministarstvo državne imovine,http://imamopravoznati.org/request/putni_troskovi_za_marica_ministr_2,2017,2017-05-24,2017-05-24,,0,ne,0,0,0,0,0,5
Goran Marić,Ministarstvo državne imovine,http://imamopravoznati.org/request/putni_troskovi_za_marica_ministr_2,2017,2017-05-30,2017-05-30,,1,ne,0,0,0,0,0,5
Goran Marić,Ministarstvo državne imovine,http://imamopravoznati.org/request/putni_troskovi_za_marica_ministr_2,2017,2017-05-31,2017-05-31,,0,ne,0,0,0,0,0,5
Goran Marić,Ministarstvo državne imovine,http://imamopravoznati.org/request/putni_troskovi_za_marica_ministr_2,2017,2017-06-01,2017-06-01,,1,ne,0,0,0,0,0,6
Goran Marić,Ministarstvo državne imovine,http://imamopravoznati.org/request/putni_troskovi_za_marica_ministr_2,2017,2017-06-06,2017-06-06,,0,ne,0,0,0,0,0,6
Goran Marić,Ministarstvo državne imovine,http://imamopravoznati.org/request/putni_troskovi_za_marica_ministr_2,2017,2017-07-04,2017-07-04,,0,ne,0,0,0,0,0,7
Goran Marić,Ministarstvo državne imovine,http://imamopravoznati.org/request/putni_troskovi_za_marica_ministr_2,2017,2017-07-06,2017-07-06,,0,ne,0,0,0,0,0,7
Goran Marić,Ministarstvo državne imovine,http://imamopravoznati.org/request/putni_troskovi_za_marica_ministr_2,2017,2017-07-28,2017-07-28,,1,ne,0,0,0,0,0,7
Goran Marić,Ministarstvo državne imovine,http://imamopravoznati.org/request/putni_troskovi_za_marica_ministr_2,2017,2017-08-03,2017-08-03,,0,ne,0,2894,0,2894,2894,8
Goran Marić,Ministarstvo državne imovine,http://imamopravoznati.org/request/putni_troskovi_za_marica_ministr_2,2017,2017-08-23,2017-08-23,,0,ne,0,0,0,0,0,8
Goran Marić,Ministarstvo državne imovine,http://imamopravoznati.org/request/putni_troskovi_za_marica_ministr_2,2017,2017-09-01,2017-09-01,,0,ne,0,0,0,0,0,9
Goran Marić,Ministarstvo državne imovine,http://imamopravoznati.org/request/putni_troskovi_za_marica_ministr_2,2017,2017-09-07,2017-09-07,,2,ne,0,518,0,518,172.6666667,9
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini,2012,,,Slavonski Brod,1,ne,300,0,0,300,150,
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini,2012,,,Osijek,0,ne,150,764,0,914,914,
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini,2012,,,Njemačka,2,ne,12901.1,10634.06,0,23535.16,7845.053333,
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini,2012,,,Pakrac,1,ne,300,0,0,300,150,
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini_2,2013,,,Županja,1,ne,300,0,0,300,150,
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini_2,2013,,,Belgija,2,ne,15598.2,0,0,15598.2,5199.4,
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini_2,2013,,,Vodice,0,ne,150,0,0,150,150,
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini_2,2013,,,Osijek,1,ne,300,0,0,300,150,
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini_2,2013,,,Osijek,1,ne,300,0,0,300,150,
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini_2,2013,,,Donji Miholjac,1,ne,300,0,0,300,150,
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini_2,2013,,,Split,6,ne,1050,0,0,1050,150,
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini_2,2013,,,Novi Marof,0,ne,75,0,0,75,75,
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini_2,2013,,,Bjelovar,1,ne,300,0,0,300,150,
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini_2,2013,,,Čepin,2,ne,450,0,0,450,150,
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini_2,2013,,,Osijek,1,ne,300,0,0,300,150,
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini_2,2013,,,Osijek,1,ne,300,0,0,300,150,
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini_2,2013,,,SAD,1,ne,75947.19,14528.01,0,90475.2,45237.6,
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini_2,2013,,,Vukovar,0,ne,150,0,0,150,150,
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini_2,2013,,,Opatija,0,ne,150,0,0,150,150,
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini_2,2013,,,Trogir,2,ne,450,0,0,450,150,
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini_2,2013,,,Slavonski Brod,1,ne,300,0,0,300,150,
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini_2,2013,,,Varaždin,2,ne,150,0,0,150,50,
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini_2,2013,,,Split,1,ne,150,0,0,150,75,
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini_2,2013,,,Rijeka,2,ne,225,0,0,225,75,
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini_2,2013,,,Osijek,1,ne,150,0,0,150,75,
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini_2,2013,,,Rusija,2,ne,14395.51,18446.73,0,32842.24,10947.41333,
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini_2,2013,,,Belgija,1,ne,12204.4,3529.7,0,15734.1,7867.05,
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini_2,2013,,,Rijeka,2,ne,375,0,0,375,125,
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini_2,2013,,,Ploče,2,ne,450,0,0,450,150,
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini_2,2013,,,Varaždin,2,ne,300,0,0,300,100,
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini_2,2013,,,Dubrovnik,0,ne,300,1133,0,1433,1433,
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini_2,2013,,,Dubrovnik,0,ne,300,532.52,0,832.52,832.52,
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini_2,2013,,,Srbija,0,ne,190.05,0,0,190.05,190.05,
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini_2,2013,,,Velika Britanija,1,ne,6171.72,4252.37,0,10424.09,5212.045,
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini_2,2013,,,Ukrajna,0,ne,288.77,0,0,288.77,288.77,
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini_2,2013,,,Makedonija,3,ne,12043.1,7217.16,0,19260.26,4815.065,
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini_2,2013,,,Rijeka,2,ne,375,0,0,375,125,
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini_2,2013,,,Azerbejdžan,0,da,285.02,0,0,285.02,285.02,
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini_2,2013,,,Rijeka,0,ne,75,0,0,75,75,
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini_4,2015,,,Moskva,8,ne,41843.85,26400,0,68243.85,"7,582.65",
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini_4,2015,,,Sofia,1,ne,12906.6,0,0,12906.6,"6,453.30",
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini_4,2015,,,Belgija,0,ne,6936.3,1241.6,0,8177.9,"8,177.90",
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini_4,2015,,,Belgija,2,ne,12667.2,3720,0,16387.2,"5,462.40",
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini_4,2015,,,Budva,0,ne,1595.35,951.98,0,2547.33,"2,547.33",
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini_4,2015,,,Beč,1,ne,4266.7,1731.38,0,5998.08,"2,999.04",
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini_4,2015,,,Riga,1,ne,9546.4,1070.3,0,10616.7,"5,308.35",
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini_4,2015,,,Dubrovnik,6,ne,5767,39150.29,0,44917.29,"6,416.76",
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini_4,2015,,,Pariz,0,ne,3961.25,1998.75,0,5960,"5,960.00",
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini_4,2015,,,Španjolska,2,ne,13565.7,8395,0,21960.7,"7,320.23",
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini_4,2015,,,Krško,4,ne,38.05,0,0,38.05,7.61,
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini_4,2015,,,Metković,0,ne,0,3561.1,0,3561.1,"3,561.10",
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini_4,2015,,,London,0,ne,4866.05,3129.67,0,7995.72,"7,995.72",
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini_4,2015,,,Beč,2,ne,8728.1,0,0,8728.1,"2,909.37",
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini_4,2015,,,Trogir,0,ne,388.75,0,0,388.75,388.75,
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini_4,2015,,,United States,6,ne,92586.86,76777.84,0,169364.7,"24,194.96",
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini_4,2015,,,Ozalj,2,ne,450,2307,0,2757,919.00,
Ivan Vrdoljak,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_vrdoljaka_mini_4,2016,,,,,,,,,0,0,
Martina Dalić,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_dalic_podpreds,2016,2016-11-04,2016-11-05,Riga,0,da,301.1,0,0,301.1,301.1,11
Martina Dalić,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_dalic_podpreds,2016,2016-11-28,2016-11-28,Bruxelles,0,ne,9288.27,0,0,9288.27,9288.27,11
Martina Dalić,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_dalic_podpreds,2016,2016-11-17,2016-11-18,Vukovar,0,ne,0,0,0,0,0,11
Martina Dalić,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_dalic_podpreds,2016,2016-11-20,2016-11-21,Kijev,0,da,348.98,0,0,348.98,348.98,11
Martina Dalić,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_dalic_podpreds,2016,2016-12-15,2016-12-16,Bruxelles,0,ne,8382.36,2408.93,0,10791.29,10791.29,12
Martina Dalić,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_dalic_podpreds,2017,2017-02-19,2017-02-20,Bruxelles,1,ne,12270,2255.24,0,14525.24,7262.62,2
Martina Dalić,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_dalic_podpreds,2017,2017-02-04,2017-02-06,Kuvajt,0,da,1052.65,0,0,1052.65,1052.65,2
Martina Dalić,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_dalic_podpreds,2017,2017-04-18,2017-04-19,Pariz,1,ne,10240.22,5314.97,0,15555.19,7777.595,4
